"Order.Date","Purchase.Price.Per.Unit","Quantity","Shipping.Address.State","Title","ASIN.ISBN..Product.Code.","Category","Survey.ResponseID"
"2022-11-22",0.19,1,"NY","XIAOHESHOP High Density EVA Foam Bricks Yoga Foam Exercise Blocks","B01MU5B6HS","EXERCISE_BLOCK","R_0cS0LOVu2KdO1ix"
"2021-08-30",29.78,1,"NJ","SuperMats Made in U.S.A. for Treadmills Ellipticals Rowing Machines Recumbent Bikes and Exercise Equipment","B004IJI7HW","EXERCISE_MAT","R_0dgKWjG8E9DtkfD"
"2021-07-05",70.11,1,"NY","soges Power Tower Adjustable Height Pull Up & Dip Station Multi-Function Home Strength Training Fitness Workout Station, PSBB002","B07JB9BNVK","STRENGTH_TRAINING_MACHINE","R_0eyuL7xzgnVeTRf"
"2022-02-08",11.99,1,"NY","Jayefo Sports Neck Training Exerciser Harness Traps Muscle Builder Head Harness Home Gym for Strength Fitness Powerlifting Workout Boxing MMA Strong Neck Steel Chain Exerciser Strengthener","B07K2X616J","WEIGHTLIFTING_BELT","R_0eyuL7xzgnVeTRf"
"2021-02-07",22.99,1,"NC","bobo banana Yoga Mat, TPE Non-Slip Fitness Mat Dual Color Exercise Mat for Yoga Gymnastics, Pilates & Floor Exercises","B0826Z7DH1","EXERCISE_MAT","R_0f8u2tSB99LkgCt"
"2022-07-12",26.99,1,"NC","BalanceFrom 1.5"" Thick Three Fold Folding Exercise Mat with Carrying Handles for MMA, Gymnastics and Home Gym","B07WCCTM83","EXERCISE_MAT","R_0f8u2tSB99LkgCt"
"2022-07-12",26.99,1,"NC","BalanceFrom 1.5"" Thick Three Fold Folding Exercise Mat with Carrying Handles for MMA, Gymnastics and Home Gym","B07W86HMXN","EXERCISE_MAT","R_0f8u2tSB99LkgCt"
"2018-02-11",23.98,1,"IL","TRIBE Resistance Bands Set and Weights for Exercises I Exercise Bands for Men with Workout Bands, Handles, Door Anchor, Ankle Straps, Carry Bag, Exercise eBook I Resistance Training, Fitness Equipment","B01IL6A0I6","EXERCISE_BAND","R_0ik28Zx98AWSuWd"
"2018-05-25",13.95,1,"IL","Foam Roller, LuxFit Speckled Foam Rollers for Muscles '3 Year Warranty' Extra Firm High Density For Physical Therapy, Exercise, Deep Tissue Muscle Massage MyoFacial Release Body Roller (Blue, 18 Inch)","B01BW2YYY2","MUSCLE_ROLLER","R_0ik28Zx98AWSuWd"
"2019-10-25",14.99,1,"IL","Ab Roller Wheel, Abs Workout Equipment for Abdominal & Core Strength Training, Exercise Wheels for Home Gym Fitness, Ab Machine with Knee Pad Accessories","B07JQFQHHL","ABDOMINAL_EXERCISER","R_0ik28Zx98AWSuWd"
"2019-10-25",24.99,1,"IL","REEHUT Ankle Weights Set (1 Pair) for Women, Men and Kids, Wrist Arm Leg Weight for Fitness, Exercise, Walking, Jogging, Gymnastics, Aerobics, Gym (2lbs 3lbs 4lbs 6lbs 8lbs 10lbs)","B073184S3K","WEARABLE_WEIGHT","R_0ik28Zx98AWSuWd"
"2020-08-18",20.05,1,"IL","BalanceFrom All Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat with Carrying Strap and Yoga Blocks","B00JW3CTTQ","EXERCISE_MAT","R_0ik28Zx98AWSuWd"
"2018-06-24",17.99,1,"AZ","GYMENIST GYMENIST Thick Exercise Yoga Floor Mat","B01BXE01ZA","EXERCISE_MAT","R_0jFt3K3i4558lbj"
"2018-06-24",17.95,1,"AZ","BalanceFrom All Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat with Carrying Strap and Yoga Blocks","B00FO9ZRZK","EXERCISE_MAT","R_0jFt3K3i4558lbj"
"2020-01-05",13.99,1,"AZ","7 Ring Stretch and Resistance Exercise Band for Back, Foot, Leg, and Hand Stretcher, Arm Exerciser","B07GWFSWGY","EXERCISE_BAND","R_0jFt3K3i4558lbj"
"2020-10-13",28.41,1,"AZ","OlarHike Resistance Bands","B07RHHBM8V","EXERCISE_BAND","R_0jFt3K3i4558lbj"
"2020-05-05",27.99,1,"PA","WALITO Resistance Bands for Legs and Butt, Fabric Exercise Loop Bands Yoga, Pilates, Rehab, Fitness and Home Workout, Strength Bands for Booty","B07H7QT6BN","EXERCISE_BAND","R_0lEfGfpAptgrc2d"
"2021-09-23",99.99,1,"WA","PASYOU Adjustable Weight Bench Full Body Workout Multi-Purpose Foldable Incline Decline Exercise Workout Bench for Home Gym","B07S7NRZL4","FITNESS_BENCH","R_0oBzc3D8v94kGiZ"
"2019-06-01",22.99,1,"IL","Amazon Basics High-Density Round Foam Roller for Exercise, Massage, Muscle Recovery - 12"", 18"", 24"", 36""","B07BH1VYXF","MUSCLE_ROLLER","R_0pRmRjHkwStzNQJ"
"2019-07-07",9.99,1,"CO","Hand Grip Strengthener, Finger Exerciser, Grip Strength Trainer (6 PCS) NEW MATERIAL Forearm grip workout, Finger Stretcher, Relieve Wrist & Thumb Pain, Carpal tunnel, Great for Rock Climbing and More","B078L1KZBZ","HAND_STRENGTHENER","R_0pRmRjHkwStzNQJ"
"2019-09-18",40.4,1,"CO","THERABAND Resistance Band 25 Yard Roll, Non-Latex Professional Elastic Stretch Bands for Upper & Lower Body Exercise Workouts, Physical Therapy, Lower Pilates, Flexibility, & Rehab, Dispenser Box","B000AXN2A2","EXERCISE_BAND","R_0pRmRjHkwStzNQJ"
"2021-05-27",26.99,1,"CO","321 STRONG Foam Roller - Medium Density Deep Tissue Massager for Muscle Massage and Myofascial Trigger Point Release, with 4K eBook","B01FOS1NXU","MUSCLE_ROLLER","R_0pRmRjHkwStzNQJ"
"2022-11-09",8.99,1,"CA","Aiyuda Resistance Bands 3 Pack 5 ft. Long Elastic Exercise Stretching Strap for Physical Therapy, Rehab, Yoga, Pilates, Strength Training, Home Workout","B09KQRH311","EXERCISE_BAND","R_0pwPNbvgpZlir2V"
"2022-11-09",14.99,1,"CA","Vive Shoulder Pulley - Over Door Rehab Exerciser for Rotator Cuff Recovery","B071149H43","EXERCISE_BAND","R_0pwPNbvgpZlir2V"
"2021-04-07",16.99,1,"TX","Big-Size Thigh Master Muscle Fitness Equipment, Bodybuilding Expander, Toning Arm Leg Exerciser for Home Gym Yoga Sport Slimming Training, Thighmaster with One Resistance Band Figure-8","B074PQRLPM","EXERCISE_MACHINE","R_0wCTiXC54rMN0J3"
"2021-07-06",93.49,1,"TX","Sportsroyals Stair Stepper with Resistance Band and Vertical Climber Exercise Machine for Home, More Than 300lbs Weight Capacity","B08J43PKRG","FITNESS_STEPPER","R_0wCTiXC54rMN0J3"
"2021-12-24",29.99,1,"MO","Weighted Hoola Hoop For Adults Weight Loss - Smart Infinity Fitness Hoop - 2 in 1 Abdomen Massage Hula Exercise hoop - Adjustable 28 Detachable Knots Hoopfit - Abs Workout Hoolahoop With Cooling Towel","B099WJCM17","FITNESS_HOOP","R_10AYiyZ8qGWd6td"
"2021-09-11",13.49,1,"NC","Gym Resistance Bands Exercise Handles - Heavy Duty Fitness Handle,Heavy Duty Comfortable Cable Handle Compatible With High Bearing Capacity Pulley Handles,2 Carabiners,Pull Down Home Gym(Set of 2)","B091TSPTBD","EXERCISE_BAND","R_10CAlrx7dbJty9R"
"2021-09-11",38.59,1,"NC","CAP Barbell Weight Plate Rack for 1-Inch Weight Plates","B00ZEYSYXC","WEIGHT_RACK","R_10CAlrx7dbJty9R"
"2022-04-26",55.99,1,"NC","Yes4All Aerobic Exercise Workout Step Platform Health Club Size with 4 Adjustable Risers Included and Extra Risers Options","B077XW22H5","EXERCISE_STEP_PLATFORM","R_10CAlrx7dbJty9R"
"2022-12-03",11.44,1,"NC","BalanceFrom  All Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat and Knee Pad with Carrying Strap and Yoga Blocks","B07SM25CXH","EXERCISE_MAT","R_10CAlrx7dbJty9R"
"2018-04-17",19.99,1,"","RatMat Yoga Mats - Thick ¼ - Option to Purchase with Yoga Towel - RatMat & Yoga Towel Bundles Available - Classic or Gummy Grip Yoga Towel Mat Sets - Phthalate Free Mats - 100% Microfiber Yoga Towels","B072C66GM1","EXERCISE_MAT","R_10GfwNctrOL9e2t"
"2020-07-12",13.99,1,"","Elete Exercise Resistance Bands | Set of 1 Resistance Loops Include 5 Bands - Extra Heavy Resistance | 12 Inch Work Out Bands and Instruction Guide | Perfect for Gym, Fitness, Yoga (1 Set)","B07F3Y4BTK","EXERCISE_BAND","R_10GfwNctrOL9e2t"
"2022-07-17",16.99,1,"","Renoj Resistance Bands for Working Out, Exercise Bands Workout, 3 Booty Bands for Women Legs and Glutes, Yoga Starter Set","B09G2YPPSM","EXERCISE_BAND","R_10GfwNctrOL9e2t"
"2020-05-19",69.9,1,"GA","GD Iron Grip Hand Grip Strengthener (Adjustable Hand Grips for Strength Training) Wrist and Forearm Strength Trainer","B00IRWR82Q","HAND_STRENGTHENER","R_10HG4OAAtFluUS1"
"2022-08-10",27.99,1,"GA","Smart Hula Fit Hoop for Adult Weight Loss - Infinity Exercise Hoola Hoop - Weighted Hoolahoop for Women - Abs Workout Hoopfit with Cooling Towel","B099WKW3TY","FITNESS_HOOP","R_10HG4OAAtFluUS1"
"2020-04-17",69.2,1,"TX","Core Max Smart Abs and Total Body Workout Cardio Home Gym","B07VGP3NZM","ABDOMINAL_EXERCISER","R_10HuhR86y7hZJYL"
"2021-01-30",16.99,1,"TX","ADSDIA 12 Pack Resistance Bands for Men Women,Resistance Bands Set Exercise Bands for Working Out or Home -Stackable Up to 100 lbs. Perfect Muscle Builder for Arms, Back, Leg, Chest, Belly, Glutes","B087QQ4JP3","EXERCISE_BAND","R_10HuhR86y7hZJYL"
"2021-01-30",12.99,1,"TX","Kaptron Booty Bands, Resistance Bands for Legs and Butt, Non Slip Exercise Bands for Women Men, Fitness Bands Workout Bands, Resistance Loop Bands, Elastic Squat Bands with 1 Carrying Bag (Set of 3)","B089Q5SXZP","EXERCISE_BAND","R_10HuhR86y7hZJYL"
"2021-06-30",14.99,1,"TX","Jungle Ab Roller Wheel Workout Equipment - Ab Roller Wheel for Abdominal Exercise,Home Workout Equipment,Fitness Ab Roller for Core Workouts,Home Abdominal Exercise Equipment for Both Men Women…","B0868HN6WF","ABDOMINAL_EXERCISER","R_10HuhR86y7hZJYL"
"2022-07-12",287.99,1,"TX","Lifepro Vibration Plate Exercise Machine with Handles, Vibrating Plate Exercise Machine, Vibration Platform Machines, Vibration Plate Lymphatic Drainage, Handles Help with Balance","B07TCCYXSS","EXERCISE_MACHINE","R_10HuhR86y7hZJYL"
"2022-07-22",359.99,1,"TX","Lifepro Vibration Plate Exercise Machine with Handles, Vibrating Plate Exercise Machine, Vibration Platform Machines, Vibration Plate Lymphatic Drainage, Handles Help with Balance","B07TCCYXSS","EXERCISE_MACHINE","R_10HuhR86y7hZJYL"
"2021-12-05",12.95,1,"NC","Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5","B089NCPHJX","EXERCISE_BAND","R_10JcbruZLDf9fy2"
"2019-12-12",79.99,1,"VA","Saris Training Mat for Indoor Bike Trainers","B07WW9G798","EXERCISE_MAT","R_10MFxyIhsIDW0nP"
"2021-05-31",14.99,1,"VA","Exercise Bands Resistance Bands Set with Bigger Handles and Bag, Upgraded Workout Bands with More Resistance for Women and Men (Black red Yellow Green Blue)","B08V8P48Z6","EXERCISE_BAND","R_10MFxyIhsIDW0nP"
"2022-06-05",6.99,1,"OH","Yoga Mat Strap/Sling Adjustable Exercise Mat Strap Carrier Macaron Style Color Made Of Premium Polyester Cotton (only straps)","B09SFVBTK4","EXERCISE_STRAP","R_10SesRyoFJEe0pe"
"2020-03-27",49.99,1,"OR","Vaunn Medical Folding Pedal Exerciser with Electronic Display for Legs and Arms Workout (Fully Assembled Exercise Peddler, no Tools Required)","B07XLP3WZK","EXERCISE_MACHINE","R_10TA7pCDmelHi5H"
"2019-11-06",9.99,1,"TX","150LB Resistance Bands Set for Home Workouts, Physical Therapy - Exercise Bands with Handles, Door Anchor, Ankle Straps and Workout Guide","B07XBKQLV7","EXERCISE_BAND","R_10TV1zyi4yCEEkl"
"2021-03-27",18.95,1,"TX","IronMind Strong-Enough Lifting Straps (Pair)","B001F1VCEG","EXERCISE_STRAP","R_10TV1zyi4yCEEkl"
"2021-12-05",16.88,1,"TX","MhIL 5 Resistance Bands for Working Out - Booty Bands for Women and Men, Best Exercise Bands, Workout Bands for Workout Legs Butt Glute Squat - Stretch Gym Fitness Bands Set - Home Elastic Loops Band","B08GP45ND4","EXERCISE_BAND","R_10TV1zyi4yCEEkl"
"2022-05-31",11.63,1,"TX","Foam Roller, LuxFit Speckled Foam Rollers for Muscles '3 Year Warranty' Extra Firm High Density For Physical Therapy, Exercise, Deep Tissue Muscle Massage MyoFacial Release Body Roller (Blue, 18 Inch)","B01BW2YYY2","MUSCLE_ROLLER","R_10TV1zyi4yCEEkl"
"2022-06-23",16.89,1,"TX","EUYIFET 4 Pack Blood Flow Restriction Bands with Free a Pair Wrist Wraps, BFR Fitness Occlusion Bands for Men Women Arms Bicep Legs Training, Adjustable Exercise Obstruction Bands Muscle Growth","B096RWCL9H","EXERCISE_BAND","R_10TV1zyi4yCEEkl"
"2023-01-27",13.95,1,"TX","Yes4All High-Density Round EPP Foam Roller 12"", 18"", 24"", 36"" for Back, Legs, Exercise, Deep Tissue, and Muscle Massage","B07MVWCQ5D","MUSCLE_ROLLER","R_10TV1zyi4yCEEkl"
"2021-02-26",35.6,1,"PA","Yoga Mat Eco Friendly TPE Non Slip Yoga Mats By SGS Certified with Carrying Strap,72""x24"" Extra Thick 1/4"" for Yoga Pilates Fitness Exercise Mat","B07Q9K7KXP","EXERCISE_MAT","R_10UIzdrJBjoXiRu"
"2021-12-12",26.99,1,"IN","BalanceFrom 1.5"" Thick Three Fold Folding Exercise Mat with Carrying Handles for MMA, Gymnastics and Home Gym","B07WCCTM83","EXERCISE_MAT","R_10VEwmndSsl39vM"
"2021-02-21",25,1,"FL","Exercise Hoops for Adults - Weighted Hoops for Exercise - Exercise Hoop for Kids, 2lb Weighted Exercise Hoop, 8 Detachable Sections - Professional Exercise Hoops (Pink)","B07VVJ55TP","ABDOMINAL_EXERCISER","R_10VPzfUmqBTJEiC"
"2021-05-16",7.99,1,"FL","ohyes Snappers Fidget Toy,Squeeze,Grab,Snap,Sensory,Party Popper Noise Maker Stress Relief Pop Pops Click Finger Hand Sensory Fidget Toy,A-purple","B08SJ9TFC4","HAND_STRENGTHENER","R_10VPzfUmqBTJEiC"
"2021-09-16",25.99,1,"FL","Yoga Mat, Eco Friendly Exercise Fitness Double Thick Large Mat Yoga Mats for Women Men Stretching Yoga Pad - TPE Non Slip Mat for Pilates Gym Home Workout 72""x 24""x 6mm with Carrying Strap","B08KD89P3C","EXERCISE_MAT","R_10VPzfUmqBTJEiC"
"2020-08-23",25.98,1,"NY","150LB Resistance Bands Set with Handles, Ankle Straps, Door Anchor and Workout Guide - VESKIMER Exercise Bands for Men Women Resistance Training, Home Workout","B07ZNQ3DMD","EXERCISE_BAND","R_10ZbjWZfgeB444P"
"2021-12-29",129.99,1,"CA","Fitness Reality X-Class Light Commercial Multi-Workout Abdominal/Hyper Back Extension Bench, Black","B01N6RYRT7","FITNESS_BENCH","R_10qrHohvVyRhmA4"
"2020-07-03",16.99,1,"FL","Bear Grips Wrist Wraps for Weightlifting Men, Wrist Straps for Weightlifting, Powerlifting Wrist Wraps, Weight Lifting Wrist Wraps for Women, ​​Wrist Support for Weightlifting, Lifting Wrist Straps","B01N169AR2","WEARABLE_WEIGHT","R_10rsQ6SV3iE7hfu"
"2020-07-07",17.49,1,"FL","WODSKAI Resistance Exercise Fabric Bands, Non-Slip Booty Workout Bands for Legs & Butt, 5 Levels Fitness Training Bands for Strength, Physical Therapy","B0816PXCPW","EXERCISE_BAND","R_10rsQ6SV3iE7hfu"
"2020-07-30",29.69,1,"FL","Yes4All Medium-Density Round EVA Foam Roller 12/ 18/ 24/ 36 inch for Physical Activities & Muscle Massage","B083MX37QV","MUSCLE_ROLLER","R_10rsQ6SV3iE7hfu"
"2021-12-10",19.99,1,"LA","Weighted Fitness Smart Hula Hoop for Adults and Kids Exercising | Adjustable 24 Detachable Knots Spinning Ball | 2 in 1 Abdomen Fitness Massage | Non-Fall Fitness Massage Hoop (Blue)","B092MXWRQN","FITNESS_HOOP","R_10uU7A3PqkL1i0o"
"2020-02-16",25.99,1,"MN","Ab Roller Wheel, Ab Wheel Roller & Jump Rope, Ab Roller for Abs Workout, Ab Wheel Roller for Core Workout, Rueda Para Abdominales, Abs Roller for Abs Workout, Exercise Wheels for Abs","B07TZ6QVFT","ABDOMINAL_EXERCISER","R_10vz4qJDEgUnMop"
"2018-05-07",16.99,1,"VA","321 STRONG Foam Roller - Medium Density Deep Tissue Massager for Muscle Massage and Myofascial Trigger Point Release, with 4K eBook","B01FOS1WJK","MUSCLE_ROLLER","R_10wSqGFumZGSTmH"
"2019-10-06",25.99,1,"VA","| UPGRADED | Weighted Fitness Hoops for Exercise - 2.2 lb, Professional Adult Exercise Hoop for Weight Loss","B07BJHMFZT","FITNESS_HOOP","R_10wSqGFumZGSTmH"
"2020-04-02",17.08,1,"VA","Booty Bands, Recredo Non Slip Resistance Bands for Legs and Butt, Workout Bands Exercise Bands Glute Bands for Women, 3 Pack - Training Ebook and Video Included","B07QMHKL6R","EXERCISE_BAND","R_10wSqGFumZGSTmH"
"2021-10-02",7.69,1,"VA","Gaiam Yoga Block - Supportive Latex-Free EVA Foam Soft Non-Slip Surface for Yoga, Pilates, Meditation","B01ICBTPNQ","EXERCISE_BLOCK","R_10wSqGFumZGSTmH"
"2022-07-12",44,1,"PA","Bala Bangles - Set of 2 (1lb & 2lb Each) | Adjustable Wearable Wrist & Ankle Weights | Yoga, Dance, Barre, Pilates, Cardio, Aerobics, Walking","B09SP2TB33","WEARABLE_WEIGHT","R_10wSqGFumZGSTmH"
"2021-06-22",14.99,1,"NC","Tahoe Trails Non Slip Thick Yoga Mat 1/2 Inch Thick with Carrying Strap | Yoga Set Perfect for Pilates, Core Workout, and Yoga Routines, Green","B089KGD9CF","EXERCISE_MAT","R_111Pbqb8YG1rP4o"
"2021-10-19",16.54,1,"NC","Hula Weighted Hoops,Hula Smart Hoops for Adults Weight Loss, Hula Weighted Hoop Plus Size Hula Fitness Exercise Hoop 24 Detachable and Adjustable Weight and Rotation Smart Hoop","B08ZYQ4D7V","FITNESS_HOOP","R_111Pbqb8YG1rP4o"
"2018-11-07",26.99,1,"NY","Yes4All Standard 1-inch Cast Iron Weight Plates 5, 7.5, 10, 15, 20, 25 lbs (Single & Pair)","B076H5PSQV","WEIGHT_PLATE","R_11WUgIV4IWfGoDX"
"2020-05-19",30,1,"NY","Sanuk Yoga Mat","B001SERPC8","EXERCISE_MAT","R_11WUgIV4IWfGoDX"
"2019-03-09",7.99,1,"WI","Mini Bands Set - Loop Resistance Bands for Leg Exercise, Fitness, Workout, Stretch (5X) 12 Inch by Insonder","B075WX2W9N","EXERCISE_BAND","R_1252079aMA9rWUV"
"2019-03-20",58.98,1,"WI","CAP Barbell Flat/Incline/Decline Bench","B001IKHUNQ","FITNESS_BENCH","R_1252079aMA9rWUV"
"2019-04-23",12.99,1,"WA","Vive Stretch Strap - Leg Stretch Band to Improve Flexibility - Stretching Out Yoga Strap - Exercise and Physical Therapy Belt for Rehab, Pilates, Dance and Gymnastics with Workout Guide Book","B01E7GRA9G","EXERCISE_STRAP","R_128UcvT7YzJpnZv"
"2019-04-23",9,1,"WA","BalanceFrom Fully Adjustable Ankle Wrist Arm Leg Weights","B079RZBHSR","WEARABLE_WEIGHT","R_128UcvT7YzJpnZv"
"2021-08-12",6.98,1,"WA","TechStone Resistance Bands Set for Men and Women, Pack of 5 Different Resistance Levels Elastic Band for Home Gym Long Exercise Workout – Great Fitness Equipment for Training, Yoga – Free Carrying Bag","B088DZWSF6","EXERCISE_BAND","R_128UcvT7YzJpnZv"
"2020-06-14",21.98,1,"TX","Gaiam Print Yoga Mat, Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Exercises","B06Y26G2TL","EXERCISE_MAT","R_129jUlsvVcVBDur"
"2019-04-01",13.5,1,"CA","Dual Ab Wheel, Exercise And Fitness Wheel With Easy Grip Handles For Core Training And Abdominal Workout","B0007IS74G","ABDOMINAL_EXERCISER","R_12EeuI1AdMnuvET"
"2019-09-07",32.39,1,"CA","Sanuk Women's Yoga Sling 2 Metallic LX","B07D2WRDYG","EXERCISE_MAT","R_12EeuI1AdMnuvET"
"2020-05-22",24.35,1,"IL","Yes4All Cast Iron Ruck Plate, Weighted Plate for Rucking, Swings, Squat, Strength Training, Fitness Workout, and Home Exercises, Multi Weights Available: 10/15/20/25/30/35/45LB","B07PJMMB6V","WEARABLE_WEIGHT","R_12EhwlBIzVNKK2P"
"2022-02-09",39.99,1,"CA","CAMBIVO Extra Wide Yoga Mat for Women and Men (72""x 32""x 1/4""), Eco-Friendly SGS Certified, Large TPE Exercise Fitness Mat for Yoga, Pilates, Workout","B088NM1ND7","EXERCISE_MAT","R_12L1tdacu5Cc4GE"
"2019-11-08",25.99,1,"CA","Gymb Premium Resistance Bands for Working Out - Exercise Bands to Workout Glutes, Thighs & Legs - Non Slip Cloth Booty Bands for Gym & Home Fitness, Yoga, Strength & Pilates for Men/Women - 3 Levels","B07TZPVXMH","EXERCISE_BAND","R_12QFQ7lCIls8sRd"
"2023-01-30",139.99,1,"CA","Foamma Crash Pad - (36 X 48’’) (3 Feet X 4 Feet) - Sensory Pad with Foam Blocks for Kids and Adults, Ideal Gymnastics Equipment for Kids to Jump, Play or Relax","B0BL3VGV7X","EXERCISE_MAT","R_12QFQ7lCIls8sRd"
"2019-11-28",27.74,1,"FL","JSIKING Folding Pedal Exerciser,Under Desk Cycle,Physical Therapy Leg and Arm Exercisers Peddle,Mini Stationary Bike","B07PM85W3R","EXERCISE_MACHINE","R_12bxXZmV1h6iVAL"
"2018-11-23",23.99,1,"OH","REEHUT Yoga Wheel - 12.6"" x 5"" Strong Premium Back Roller and Stretcher with Thick Cushion for Dharma Yoga Pose, Backbend & Stretching","B01N6KY909","EXERCISE_BLOCK","R_12kYTBVH8kS49hc"
"2019-01-31",8.95,1,"NE","Serenilite Stress Balls for Adults, Squeeze Ball for Hand Therapy, Top Quality Stress Ball, Hand Exercisers for Therapy & Grip Strengthening, Physical Therapy Balls.","B06X91SWD6","HAND_STRENGTHENER","R_12mdsq5k8OiJ8ji"
"2019-10-12",51.77,1,"OH","ClimaTex Indoor/Outdoor Rubber Runner Mat, Door Mat For Floor Protection","B01MG4W18O","EXERCISE_MAT","R_12xnmbrb1eoH9nn"
"2020-11-20",10.99,1,"OH","Koh Fit Stress Ball for Adults - Stress Reliever Squeeze Balls - for Hand Therapy and Stress Relief","B01LWUTRLP","HAND_STRENGTHENER","R_12xnmbrb1eoH9nn"
"2021-06-17",11.17,1,"OH","Cando - 30-2340 CanDo Full-Skin PE Foam Roller For Muscle Restoration, Massage Therapy, Sport Recovery, And Physical Therapy. White, 6"" x 36"", Half-Round","B006LN7XAK","MUSCLE_ROLLER","R_12xnmbrb1eoH9nn"
"2021-11-05",105.99,1,"OH","Vicien Folding Magnetic Exercise Bike with 16 Levels Resistance, Large Comfortable Seat Cushion Indoor Cycling Bike Stationary with Arm Training Bands for Home Gym Cardio Workout","B09JC7X78K","EXERCISE_MACHINE","R_12xnmbrb1eoH9nn"
"2020-08-03",8.98,1,"TN","12 Loops Yoga Stretch Strap for Physical Therapy with Exercise Instruction","B07XJ52J4G","EXERCISE_STRAP","R_1BNwZP0DdTOa4rT"
"2020-10-28",6.99,1,"TX","AKASO Booty Bands for Women, Exercise Bands for Legs and Butt, Resistance Bands Set【3 Levels】","B088TJZ4PS","EXERCISE_BAND","R_1BOXzyVhrXiWrFg"
